Song Title,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating,Total Listen Time
Imperial Theme,Jeremy Soule,Skyrim OST,Video Game Soundtrack,02:22,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Frostfall,Jeremy Soule,Skyrim OST,Video Game Music,03:28,2011,2023-11-13T02:37:41Z,0,0,4,00:00:00
Night without Stars,Jeremy Soule,Skyrim OST,Video Game Music,00:43,2011,2023-11-13T02:37:41Z,0,1,0,00:00:00
Into Darkness,Jeremy Soule,Skyrim OST,Video Game Music,02:54,2011,2023-11-13T02:37:41Z,0,1,0,00:00:00
Kyne's Peace,Jeremy Soule,Skyrim OST,Video Game Music,03:51,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Unbound,Jeremy Soule,Skyrim OST,Video Game Music,01:34,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Far Horizons,Jeremy Soule,Skyrim OST,Video Game Music,05:33,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
A Winter's Tale,Jeremy Soule,Skyrim OST,Video Game Music,03:21,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Bannered Mare,Jeremy Soule,Skyrim OST,Video Game Music,02:30,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Streets of Whiterun,Jeremy Soule,Skyrim OST,Video Game Music,04:06,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
One They Fear,Jeremy Soule,Skyrim OST,Video Game Music,03:16,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
The White River,Jeremy Soule,Skyrim OST,Video Game Music,03:31,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Silence Unbroken,Jeremy Soule,Skyrim OST,Video Game Music,02:23,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Standing Stones,Jeremy Soule,Skyrim OST,Video Game Music,06:38,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Beneath the Ice,Jeremy Soule,Skyrim OST,Video Game Music,04:16,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Tundra,Jeremy Soule,Skyrim OST,Video Game Music,03:51,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Journey's End,Jeremy Soule,Skyrim OST,Video Game Music,04:09,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Before the Storm,Jeremy Soule,Skyrim OST,Video Game Music,01:09,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
A Chance Meeting,Jeremy Soule,Skyrim OST,Video Game Music,03:11,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Out of the Cold,Jeremy Soule,Skyrim OST,Video Game Music,03:04,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Around the Fire,Jeremy Soule,Skyrim OST,Video Game Music,03:11,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Shadows and Echoes,Jeremy Soule,Skyrim OST,Video Game Music,02:21,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Caught off Guard,Jeremy Soule,Skyrim OST,Video Game Music,01:12,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Aurora,Jeremy Soule,Skyrim OST,Video Game Music,07:23,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Blood and Steel,Jeremy Soule,Skyrim OST,Video Game Music,02:12,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Towers and Shadows,Jeremy Soule,Skyrim OST,Video Game Music,02:23,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Seven Thousand Steps,Jeremy Soule,Skyrim OST,Video Game Music,01:08,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Solitude,Jeremy Soule,Skyrim OST,Video Game Music,02:12,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Watch the Skies,Jeremy Soule,Skyrim OST,Video Game Music,02:22,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Gathering Storm,Jeremy Soule,Skyrim OST,Video Game Music,02:55,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
"Sky Above, Voice Within",Jeremy Soule,Skyrim OST,Video Game Music,03:58,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Death in the Darkness,Jeremy Soule,Skyrim OST,Video Game Music,02:37,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Shattered Shields,Jeremy Soule,Skyrim OST,Video Game Music,02:40,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sovngarde,Jeremy Soule,Skyrim OST,Video Game Music,03:38,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Wind Guide You,Jeremy Soule,Skyrim OST,Video Game Music,09:05,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Skyrim Atmospheres,Jeremy Soule,Skyrim OST,Video Game Music,42:34,2011,2023-11-13T02:37:41Z,3,1,5,02:07:44
Warning Crunk,Jorge Quintero,Hip Hop and RnB Instrumentals,Hip-Hop/Rap,02:30,2008,2023-11-13T02:37:41Z,0,0,3,00:00:00
Hiding Places,Juneva,A Coda,Rock,03:46,2017,2023-11-13T02:37:41Z,0,0,2,00:00:00
"If You're Jezebel, Then I'm Bill Murray",Juneva,A Cambiata,Rock,02:05,2013,2023-11-13T02:37:41Z,0,0,2,00:00:00
A Poké Radar Hit!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:24,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Amity Square,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:00,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle Tower,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Azelf_Mesprit_Uxie),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:56,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Champion),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:31,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Elite Four),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:38,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Legendary Pokémon),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:07,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Canalave City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:29,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Captured a Flag Underground!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:56,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Champion Cynthia,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:44,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Congratulations on Entering the Hall of Fame!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:47,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Contest Hall,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:34,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Contest_ Dress Up,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:02,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Contest_ Results Announcement,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Contest_ Winner,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Dance_ Difficult,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Dance_ Easy,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:23,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Decisive Battle! (Pokémon League),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Ending Theme,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,04:37,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Eterna City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:41,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Fight Area (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:07,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Floaroma Town (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Game Corner,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:24,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Got an Accessory,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Great Marsh,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:59,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
GTS,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:48,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Hall of Fame,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:14,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Hearthome City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:13,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Jubilife City,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:52,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Lake Caverns,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:10,2006,2023-11-13T02:37:41Z,1,1,3,00:01:10
Lucas,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:53,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Move Deleted,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Mystery Gift,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Nintendo Wi-Fi Connection,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Old Chateau,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:48,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Oreburgh City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:49,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Poffins,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pokémon Center (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:29,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pokémon League (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 201 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 203 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:38,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 205 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:54,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 206 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:48,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 209 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:21,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 210 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:19,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 216 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:52,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 225 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:23,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 228 (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:53,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sandgem Town (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:03,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Snowpoint City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:56,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Solaceon Town (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:00,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Stark Mountain,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:16,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sunyshore City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:32,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Super Contest!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:54,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Surf,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:28,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Elite Four Appear!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:23,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Underground,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:24,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Aroma Lady),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Artist),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:38,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Black Belt),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Collector),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:28,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (PI),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:29,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Sailor),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:40,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
TV Station,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Twinleaf Town (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:21,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Valor Lakefront (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:30,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Veilstone City (Night),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Victory! (Champion),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:40,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Victory! (Elite Four),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:19,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
You're a Jackpot Winner!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
You're a Winner!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:19,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
A Surprise at the Lake!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:19,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Dialga_Palkia),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,02:40,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Gym Leader),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:37,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Rival),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:11,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Team Galactic Boss),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,02:15,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Team Galactic Commander),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:15,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Team Galactic),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:18,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Trainer Battle),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:42,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Battle! (Wild Pokémon),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:16,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Bicycle,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Canalave City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Catastrophe!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:38,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Congratulations! Your Pokémon Evolved!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:06,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Dawn,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:53,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Deep Within Team Galactic HQ,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:32,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Eterna City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:41,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Eterna Forest,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Evolution,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:31,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Fight Area (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:07,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Floaroma Town (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:18,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Galactic Eterna Building,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:38,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Hearthome City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:08,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Hurry Along,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:28,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Introduction,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:12,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Jubilife City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:51,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Lake,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:13,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Let's Go Together!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Level Up!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Mt. Coronet,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:30,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Obtained a Badge!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:07,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Obtained a Berry!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Obtained a Key Item!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Obtained a Pokétch App!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Obtained a TM!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Obtained an Item!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Opening Movie,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,02:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Oreburgh City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:48,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Oreburgh Gate,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:26,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Oreburgh Mine,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Poké Mart,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:52,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pokémon Center (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:47,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pokémon Gym,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:04,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pokémon Healed,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:05,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pokémon League (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Rival,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 201 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 203 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:31,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 205 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:54,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 206 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:48,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 209 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 210 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 216 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:50,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 225 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:21,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Route 228 (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:54,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sandgem Town (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:00,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Snowpoint City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:55,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Solaceon Town (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:57,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Spear Pillar,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:49,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Special Report_ _Search for the Red Gyarados!_,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sunyshore City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:28,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Team Galactic Appears!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:25,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Team Galactic HQ,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:00,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Legendary Pokémon Appears!,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:38,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Pokémon Lab,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:12,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Ace Trainer),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:27,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Cyclist),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:31,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Hiker),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:18,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Lass),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:25,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Twins),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Trainers' Eyes Meet (Youngster),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Twinleaf Town (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:21,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Valor Lakefront (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:30,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Veilstone City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:27,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Victory Road,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:36,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Victory! (Gym Leader),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:49,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
