Song Title,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating,Total Listen Time
Mushroom Gorge - Mario Kart Wii,"Asuka Ohta, Ryo Nagamatsu",Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,01:54,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Circuit - Mario Kart 7,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,03:51,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Rainbow Road - Mario Kart 7,"Kenta Nagata, Satomi Terui",Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,03:45,2011,2023-12-10T01:09:57Z,0,0,0,00:00:00
Rainbow Road Medley,Ryo Watanabe,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,03:56,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Mario Kart Stadium - Mario Kart 8,Yasuaki Iwata,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:10,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Mario Circuit - Mario Kart 8,Koji Kondo,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:15,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Cloudtop Cruise - Mario Kart 8,Atsuko Asahi,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:03,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Rainbow Road - Mario Kart 8,Shiho Fujii,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:26,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Excitebike - Mario Kart 8,Akito Nakatsuka,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,01:52,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Dragon Driftway,Atsuko Asahi,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:19,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Ice Ice Outpost,Yasuaki Iwata,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,01:50,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Opening - Donkey Kong,Shota Kageyama,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,02:17,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Donkey Kong Country Returns,Yukio Kaneoka,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:15,2010,2023-12-10T01:09:57Z,0,0,0,00:00:00
Donkey Kong Country Returns (Vocals),Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,07:27,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Donkey Kong,Hirokazu Tanaka. ex,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:21,2007,2023-12-10T01:09:57Z,0,0,0,00:00:00
25m Theme,Yukio Kaneoka,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,00:49,1981,2023-12-10T01:09:57Z,0,0,0,00:00:00
Donkey Kong / Donkey Kong Jr. Medley,Yusuke Takahama,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:52,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
The Map Page / Bonus Level,Hiroshi Yamaguchi,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,05:06,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
The Map Page / Bonus Level,Eveline Fischer / David Wise,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:32,1994,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level (64) (No Intro),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:55,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,05:25,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level (Melee),Shogo Sakai,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,06:01,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level (Brawl),Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:54,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level Ver. 2 (Brawl),Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,06:27,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level Ver. 2 (Brawl) (Short),Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,05:01,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level Ver. 2 (Subspace Emissary Version) (Brawl),Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:51,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level Jazz Style (for 3DS / Wii U),Hiroyuki Kawada,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:37,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Level Tribal Style (for 3DS / Wii U),Hiroyuki Kawada,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:09,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Jungle Hijinxs,David Wise,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:26,2010,2023-12-10T01:09:57Z,0,0,0,00:00:00
Swinger Flinger,David Wise,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:10,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Ice Cave Chant,Eveline Fischer,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:25,1994,2023-12-10T01:09:57Z,0,0,0,00:00:00
Funky's Fugue,Robin Beanland,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,02:19,1994,2023-12-10T01:09:57Z,0,0,0,00:00:00
Snakey Chantey,Kumi Tanioka,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:07,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gang-Plank Galleon,ACE (TOMOri Kudo / CHiCO),Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:49,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
King K. Rool / Ship Deck 2,Shogo Sakai,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:02,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Stickerbush Symphony,Michiko Naruke,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:52,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Crocodile Cacophony,Soshi Abe,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:22,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
DK Rap,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,07:02,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
DK Rap (Short),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:45,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Battle for Storm Hill,Mahito Yokota,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,03:31,2004,2023-12-10T01:09:57Z,0,0,0,00:00:00
DK Jungle 1 (Barrel Blast),Takashi Kouga,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,02:12,2007,2023-12-10T01:09:57Z,0,0,0,00:00:00
Boss 2 - DK: Jungle Climber,"Yuichi Kanno, Yoshikata Hirota, Takashi Kouga",Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,01:47,2007,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gear Getaway,Noriyuki Iwadare,Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,04:28,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Mole Patrol,"Minako Hamano, Masaru Tajima, Shinji Ushiroda",Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,02:18,2010,2023-12-10T01:09:57Z,0,0,0,00:00:00
Mangrove Cove,"Minako Hamano, Masaru Tajima, Shinji Ushiroda",Super Smash Bros. Anthology - Vol. 04: Donkey Kong,Game,06:23,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Title Theme - The Legend of Zelda,Shogo Sakai,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:33,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Overworld Theme - The Legend of Zelda,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,01:20,1986,2023-12-10T01:09:57Z,0,0,0,00:00:00
Overworld Theme - The Legend of Zelda (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,01:30,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Overworld Theme - The Legend of Zelda (Melee),Takuto Kitsuta,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:02,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Overworld Theme - The Legend of Zelda (Brawl),Yuzo Koshiro,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:25,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Overworld & Underworld - The Legend of Zelda (for 3DS / Wii U),Hideki Sakamoto,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:22,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
The Legend of Zelda Medley,Taku Inoue,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:08,2015,2023-12-10T01:09:57Z,0,1,0,00:00:00
Death Mountain,Akihiro Honda,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,05:13,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Temple Theme,Shogo Sakai,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:54,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Great Temple / Temple,Shogo Sakai,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:37,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Overworld Theme - The Legend of Zelda: A Link to the Past,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,01:27,1991,2023-12-10T01:09:57Z,0,0,0,00:00:00
Dark World (Brawl),Arata Iiyoshi,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:52,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Dark World (for 3DS / Wii U),Keiichi Okabe,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:10,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Hidden Mountain & Forest,Shota Kageyama,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:17,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Tal Tal Heights,Yusuke Takahama,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:35,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Ocarina of Time Medley,Michiko Naruke,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:53,2007,2023-12-10T01:09:57Z,0,0,0,00:00:00
Hyrule Field Theme,Yutaka Iraha,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:06,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Hyrule Field Theme,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:52,1998,2023-12-10T01:09:57Z,0,0,0,00:00:00
Saria's Theme,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,01:14,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
Saria's Song / Middle Boss Battle,Michiru Yamane,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:01,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Song of Storms,Tsukasa Masuko,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:12,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gerudo Valley,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:50,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gerudo Valley,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:50,1998,2023-12-10T01:09:57Z,0,0,0,00:00:00
Termina Field,Shota Kageyama,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,05:13,2018,2023-12-10T01:09:57Z,0,1,0,00:00:00
Termina Field,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:40,2000,2023-12-10T01:09:57Z,0,0,0,00:00:00
The Great Sea / Menu Select,Kenta Nagata,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:39,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
The Great Sea,Kenta Nagata,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:58,2002,2023-12-10T01:09:57Z,0,0,0,00:00:00
Dragon Roost Island,Kenta Nagata,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:14,2002,2023-12-10T01:09:57Z,0,0,0,00:00:00
Molgera,Kumi Tanioka,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:34,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Molgera,"Hajime Wakai, Toru Minegishi, Koji Kondo",Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:42,2002,2023-12-10T01:09:57Z,0,0,0,00:00:00
Village of the Blue Maiden,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:01,2004,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - The Legend of Zelda: Twilight Princess,"Koji Kondo, Toru Minegishi, Asuka Ohta",Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:23,2006,2023-12-10T01:09:57Z,0,0,0,00:00:00
Midna's Lament,Hideaki Kobayashi,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,05:24,2018,2023-12-10T01:09:57Z,0,1,0,00:00:00
Midna's Lament,"Koji Kondo, Toru Minegishi, Asuka Ohta",Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:08,2006,2023-12-10T01:09:57Z,14,2,5,00:44:03
The Hidden Village,"Koji Kondo, Toru Minegishi, Asuka Ohta",Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:13,2006,2023-12-10T01:09:57Z,0,0,0,00:00:00
Full Steam Ahead,Michiko Naruke,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:15,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Ballad of the Goddess,Ryo Nagamatsu,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:23,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Ballad of the Goddess,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:10,2011,2023-12-10T01:09:57Z,0,1,0,00:00:00
Hyrule Main Theme,Ryo Nagamatsu,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:52,2013,2023-12-10T01:09:57Z,0,0,0,00:00:00
Yuga Battle (Hyrule Castle),Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:35,2013,2023-12-10T01:09:57Z,0,0,0,00:00:00
Lorule Main Theme,Koji Kondo,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:20,2013,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - The Legend of Zelda: Tri Force Heroes,Manami Kiyota,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:54,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Woodlands - The Legend of Zelda: Tri Force Heroes,Ryo Nagamatsu,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,02:44,2015,2023-12-10T01:09:57Z,0,0,0,00:00:00
Nintendo Switch Presentation 2017 Trailer BGM,Ryo Nagamastu,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:49,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - The Legend of Zelda: Breath of the Wild,Yoshino Aoki,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:10,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Kass's Theme,Yoko Shimomura,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:17,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Hyrule Castle (Outside),Manaka Kataoka,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,04:44,2017,2023-12-10T01:09:57Z,0,0,0,00:00:00
Calamity Ganon Battle - Second Form,Yasuaki Iwata,Super Smash Bros. Anthology - Vol. 05: The Legend of Zelda,Game,03:47,2017,2023-12-10T01:09:57Z,0,0,0,00:00:00
Title Theme - Metroid,Kohta Takahashi,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,03:50,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:08,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar / Samus Appearance Jingle / Title,Shogo Sakai,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,05:20,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar / Samus Appearance Jingle / Title (Short),Shogo Sakai,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,03:17,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar (Brawl),Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:26,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar (Brawl) (Subspace Emissary Version),Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:31,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar Depths,Yasushi Asada,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:39,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar Depths (Melee) (Brawl Mix),Shogo Sakai,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:40,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Brinstar Depths (Melee),Shogo Sakai,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:38,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Norfair,Yuzo Koshiro,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:58,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Escape,Akari Kaida,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:30,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Ending - Metroid,Tsukasa Masuko,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:41,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Vs. Ridley,Yusuke Takahama,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:52,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Vs. Ridley (Brawl),Yusuke Takahama,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:25,2007,2023-12-10T01:09:57Z,0,0,0,00:00:00
"Theme of Samus Aran, Space Warrior",Masato Kouda,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,03:33,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Sector 1,Minako Hamano,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,03:50,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Opening/Menu - Metroid Prime,Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,06:15,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Opening/Menu - Metroid Prime (Subspace Emissary Version),Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,05:47,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Vs. Parasite Queen,Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:33,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Vs. Parasite Queen (Metroid Prime),"Kenji Yamamoto, Kouichi Kyuuma",Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:47,2002,2023-12-10T01:09:57Z,0,0,0,00:00:00
Vs. Meta Ridley,Minako Hamano,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:11,2002,2023-12-10T01:09:57Z,0,0,0,00:00:00
Multiplayer - Metroid Prime 2: Echoes,Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,05:40,2004,2023-12-10T01:09:57Z,0,0,0,00:00:00
Psycho Bits,"Lawrence Schwedler, James Phillipsen",Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:29,2006,2023-12-10T01:09:57Z,0,0,0,00:00:00
Lockdown Battle Theme,Kuniaki Haishima,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,01:49,2010,2023-12-10T01:09:57Z,0,0,0,00:00:00
The Burning Lava Fish,Kuniaki Haishima,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:57,2010,2023-12-10T01:09:57Z,0,0,0,00:00:00
Nemesis Ridley,Minako Hamano,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,03:48,2010,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - Metroid Prime: Federation Force,"Chad York, Darren Radtke, Mike Peacock",Super Smash Bros. Anthology - Vol. 06: Metroid,Game,01:56,2016,2023-12-10T01:09:57Z,0,0,0,00:00:00
Magmoor Caverns - Metroid: Samus Returns,Kenji Yamamoto,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,04:31,2017,2023-12-10T01:09:57Z,0,0,0,00:00:00
Boss Battle 4 - Metroid: Samus Returns,Ryoji Yoshitomi,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,03:03,2017,2023-12-10T01:09:57Z,0,0,0,00:00:00
End Results - Metroid: Samus Returns,Ryoji Yoshitomi,Super Smash Bros. Anthology - Vol. 06: Metroid,Game,02:52,2017,2023-12-10T01:09:57Z,0,0,0,00:00:00
Athletic Theme - Super Mario World,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:48,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Yoshi's Island (Brawl),Noriyuki Iwadare,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,04:38,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Yoshi's Island (for 3DS / Wii U),Yoshihito Yano,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,04:06,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Obstacle Course - Yoshi's Island,Shota Kageyama,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,04:22,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Obstacle Course (Spring / Summer) - Yoshi's Island,Shota Kageyama,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:33,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Obstacle Course (Autumn / Winter) - Yoshi's Island,Shota Kageyama,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:04,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Yoshi's Story (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:44,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Yoshi's Story (Melee),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:47,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Yoshi's Tale,Masafumi Takada,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,05:01,2007,2023-12-10T01:09:57Z,0,0,0,00:00:00
Flower Field,Asuka Hayazaki,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:13,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Wildlands,Shogo Sakai,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:14,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - Yoshi's New Island,Shota Kageyama,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,05:17,2018,2023-12-10T01:09:57Z,0,1,0,00:00:00
Main Theme - Yoshi's New Island,Masayoshi Ishi,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:08,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Bandit Valley,Masayoshi Ishi,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:21,2014,2023-12-10T01:09:57Z,17,3,5,00:56:59
Main Theme - Yoshi's Woolly World,Taku Inoue,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:43,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - Yoshi's Woolly World,Kazumi Totaka,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:31,2015,2023-12-10T01:09:57Z,0,0,0,00:00:00
Green Greens (Melee),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:10,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Green Greens (for 3DS / Wii U),Masashi Hamauzu,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:19,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Kirby Retro Medley,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,05:58,1992,2023-12-10T01:09:57Z,0,0,0,00:00:00
King Dedede's Theme (Brawl),Yoko Shimomura,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:20,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
King Dedede's Theme (for 3DS / Wii U),"Hideki Ishigaki, Hideki Onoue (HIDE+HIDE)",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:47,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Staff Credits - Kirby's Dream Land,MASAKI,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:00,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
Boss Theme Medley - Kirby Series,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:47,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Ice Cream Island,Yoshihito Yano,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:55,2015,2023-12-10T01:09:57Z,0,0,0,00:00:00
Butter Building (Brawl),Jun Fukuda,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:05,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Butter Building (for 3DS / Wii U),Tsukasa Masuko,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:05,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gourmet Race (Brawl),Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:31,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Gourmet Race (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:22,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gourmet Race (Melee),Tadashi Ikegami,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,05:22,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
